"BusNo.","Timeperiod","DecisionNo.","Mileage","ExpChoiceSpecificValuefunction","Chosen"
12,8,1,2,-21.0801550699975,0
12,9,0,3,-22.5879595713284,1
12,9,1,3,-21.0801550699975,0
12,10,0,4,-22.7622881023206,0
12,10,1,4,-21.0801550699975,1
12,11,0,1,-21.8255706090749,1
12,11,1,1,-21.0801550699975,0
12,12,0,2,-22.298636394482,1
12,12,1,2,-21.0801550699975,0
12,13,0,3,-22.5879595713284,1
12,13,1,3,-21.0801550699975,0
12,14,0,4,-22.7622881023206,0
12,14,1,4,-21.0801550699975,1
12,15,0,1,-21.8255706090749,1
12,15,1,1,-21.0801550699975,0
12,16,0,2,-22.298636394482,0
12,16,1,2,-21.0801550699975,1
12,17,0,1,-21.8255706090749,1
12,17,1,1,-21.0801550699975,0
12,18,0,2,-22.298636394482,1
12,18,1,2,-21.0801550699975,0
12,19,0,3,-22.5879595713284,1
12,19,1,3,-21.0801550699975,0
12,20,0,4,-22.7622881023206,1
12,20,1,4,-21.0801550699975,0
12,21,0,5,-22.8670085532735,0
12,21,1,5,-21.0801550699975,1
12,22,0,1,-21.8255706090749,1
12,22,1,1,-21.0801550699975,0
12,23,0,2,-22.298636394482,0
12,23,1,2,-21.0801550699975,1
12,24,0,1,-21.8255706090749,0
12,24,1,1,-21.0801550699975,1
12,25,0,1,-21.8255706090749,1
12,25,1,1,-21.0801550699975,0
12,26,0,2,-22.298636394482,1
12,26,1,2,-21.0801550699975,0
12,27,0,3,-22.5879595713284,1
12,27,1,3,-21.0801550699975,0
12,28,0,4,-22.7622881023206,0
12,28,1,4,-21.0801550699975,1
12,29,0,1,-21.8255706090749,1
12,29,1,1,-21.0801550699975,0
13,0,0,0,-21.0801550699975,1
13,0,1,0,-21.0801550699975,0
13,1,0,1,-21.8255706090749,1
13,1,1,1,-21.0801550699975,0
13,2,0,2,-22.298636394482,1
13,2,1,2,-21.0801550699975,0
13,3,0,3,-22.5879595713284,1
13,3,1,3,-21.0801550699975,0
13,4,0,4,-22.7622881023206,0
13,4,1,4,-21.0801550699975,1
13,5,0,1,-21.8255706090749,1
13,5,1,1,-21.0801550699975,0
13,6,0,2,-22.298636394482,1
13,6,1,2,-21.0801550699975,0
13,7,0,3,-22.5879595713284,1
13,7,1,3,-21.0801550699975,0
13,8,0,4,-22.7622881023206,0
13,8,1,4,-21.0801550699975,1
13,9,0,1,-21.8255706090749,1
13,9,1,1,-21.0801550699975,0
13,10,0,2,-22.298636394482,0
13,10,1,2,-21.0801550699975,1
13,11,0,1,-21.8255706090749,1
13,11,1,1,-21.0801550699975,0
13,12,0,2,-22.298636394482,1
13,12,1,2,-21.0801550699975,0
13,13,0,3,-22.5879595713284,0
13,13,1,3,-21.0801550699975,1
13,14,0,1,-21.8255706090749,1
13,14,1,1,-21.0801550699975,0
13,15,0,2,-22.298636394482,1
13,15,1,2,-21.0801550699975,0
13,16,0,3,-22.5879595713284,0
13,16,1,3,-21.0801550699975,1
13,17,0,1,-21.8255706090749,1
13,17,1,1,-21.0801550699975,0
13,18,0,2,-22.298636394482,1
13,18,1,2,-21.0801550699975,0
13,19,0,3,-22.5879595713284,1
13,19,1,3,-21.0801550699975,0
13,20,0,4,-22.7622881023206,0
13,20,1,4,-21.0801550699975,1
13,21,0,1,-21.8255706090749,1
13,21,1,1,-21.0801550699975,0
13,22,0,2,-22.298636394482,1
13,22,1,2,-21.0801550699975,0
13,23,0,3,-22.5879595713284,0
13,23,1,3,-21.0801550699975,1
13,24,0,1,-21.8255706090749,1
13,24,1,1,-21.0801550699975,0
13,25,0,2,-22.298636394482,1
13,25,1,2,-21.0801550699975,0
13,26,0,3,-22.5879595713284,1
13,26,1,3,-21.0801550699975,0
13,27,0,4,-22.7622881023206,0
13,27,1,4,-21.0801550699975,1
13,28,0,1,-21.8255706090749,0
13,28,1,1,-21.0801550699975,1
13,29,0,1,-21.8255706090749,1
13,29,1,1,-21.0801550699975,0
14,0,0,0,-21.0801550699975,1
14,0,1,0,-21.0801550699975,0
14,1,0,1,-21.8255706090749,1
14,1,1,1,-21.0801550699975,0
14,2,0,2,-22.298636394482,0
14,2,1,2,-21.0801550699975,1
14,3,0,1,-21.8255706090749,0
14,3,1,1,-21.0801550699975,1
14,4,0,1,-21.8255706090749,1
14,4,1,1,-21.0801550699975,0
14,5,0,2,-22.298636394482,0
14,5,1,2,-21.0801550699975,1
14,6,0,1,-21.8255706090749,1
14,6,1,1,-21.0801550699975,0
14,7,0,2,-22.298636394482,1
14,7,1,2,-21.0801550699975,0
14,8,0,3,-22.5879595713284,0
14,8,1,3,-21.0801550699975,1
14,9,0,1,-21.8255706090749,1
14,9,1,1,-21.0801550699975,0
14,10,0,2,-22.298636394482,1
14,10,1,2,-21.0801550699975,0
14,11,0,3,-22.5879595713284,0
14,11,1,3,-21.0801550699975,1
14,12,0,1,-21.8255706090749,1
14,12,1,1,-21.0801550699975,0
14,13,0,2,-22.298636394482,0
14,13,1,2,-21.0801550699975,1
14,14,0,1,-21.8255706090749,1
14,14,1,1,-21.0801550699975,0
14,15,0,2,-22.298636394482,1
14,15,1,2,-21.0801550699975,0
14,16,0,3,-22.5879595713284,0
14,16,1,3,-21.0801550699975,1
14,17,0,1,-21.8255706090749,0
14,17,1,1,-21.0801550699975,1
14,18,0,1,-21.8255706090749,1
14,18,1,1,-21.0801550699975,0
14,19,0,2,-22.298636394482,1
14,19,1,2,-21.0801550699975,0
14,20,0,3,-22.5879595713284,0
14,20,1,3,-21.0801550699975,1
14,21,0,1,-21.8255706090749,1
14,21,1,1,-21.0801550699975,0
14,22,0,2,-22.298636394482,1
14,22,1,2,-21.0801550699975,0
14,23,0,3,-22.5879595713284,0
14,23,1,3,-21.0801550699975,1
14,24,0,1,-21.8255706090749,1
14,24,1,1,-21.0801550699975,0
14,25,0,2,-22.298636394482,1
14,25,1,2,-21.0801550699975,0
14,26,0,3,-22.5879595713284,0
14,26,1,3,-21.0801550699975,1
14,27,0,1,-21.8255706090749,1
14,27,1,1,-21.0801550699975,0
14,28,0,2,-22.298636394482,1
14,28,1,2,-21.0801550699975,0
14,29,0,3,-22.5879595713284,0
14,29,1,3,-21.0801550699975,1
15,0,0,0,-21.0801550699975,1
15,0,1,0,-21.0801550699975,0
15,1,0,1,-21.8255706090749,1
15,1,1,1,-21.0801550699975,0
15,2,0,2,-22.298636394482,1
15,2,1,2,-21.0801550699975,0
15,3,0,3,-22.5879595713284,1
15,3,1,3,-21.0801550699975,0
15,4,0,4,-22.7622881023206,0
15,4,1,4,-21.0801550699975,1
15,5,0,1,-21.8255706090749,1
15,5,1,1,-21.0801550699975,0
15,6,0,2,-22.298636394482,1
15,6,1,2,-21.0801550699975,0
15,7,0,3,-22.5879595713284,0
15,7,1,3,-21.0801550699975,1
15,8,0,1,-21.8255706090749,1
15,8,1,1,-21.0801550699975,0
15,9,0,2,-22.298636394482,1
15,9,1,2,-21.0801550699975,0
15,10,0,3,-22.5879595713284,1
15,10,1,3,-21.0801550699975,0
15,11,0,4,-22.7622881023206,0
15,11,1,4,-21.0801550699975,1
15,12,0,1,-21.8255706090749,1
15,12,1,1,-21.0801550699975,0
15,13,0,2,-22.298636394482,1
15,13,1,2,-21.0801550699975,0
15,14,0,3,-22.5879595713284,0
15,14,1,3,-21.0801550699975,1
15,15,0,1,-21.8255706090749,1
15,15,1,1,-21.0801550699975,0
15,16,0,2,-22.298636394482,1
15,16,1,2,-21.0801550699975,0
15,17,0,3,-22.5879595713284,1
15,17,1,3,-21.0801550699975,0
15,18,0,4,-22.7622881023206,1
15,18,1,4,-21.0801550699975,0
15,19,0,5,-22.8670085532735,0
15,19,1,5,-21.0801550699975,1
15,20,0,1,-21.8255706090749,0
15,20,1,1,-21.0801550699975,1
15,21,0,1,-21.8255706090749,1
15,21,1,1,-21.0801550699975,0
15,22,0,2,-22.298636394482,1
15,22,1,2,-21.0801550699975,0
15,23,0,3,-22.5879595713284,0
15,23,1,3,-21.0801550699975,1
15,24,0,1,-21.8255706090749,1
15,24,1,1,-21.0801550699975,0
15,25,0,2,-22.298636394482,1
15,25,1,2,-21.0801550699975,0
15,26,0,3,-22.5879595713284,1
15,26,1,3,-21.0801550699975,0
15,27,0,4,-22.7622881023206,0
15,27,1,4,-21.0801550699975,1
15,28,0,1,-21.8255706090749,1
15,28,1,1,-21.0801550699975,0
15,29,0,2,-22.298636394482,0
15,29,1,2,-21.0801550699975,1
16,0,0,0,-21.0801550699975,1
16,0,1,0,-21.0801550699975,0
16,1,0,1,-21.8255706090749,1
16,1,1,1,-21.0801550699975,0
16,2,0,2,-22.298636394482,1
16,2,1,2,-21.0801550699975,0
16,3,0,3,-22.5879595713284,0
16,3,1,3,-21.0801550699975,1
16,4,0,1,-21.8255706090749,1
16,4,1,1,-21.0801550699975,0
16,5,0,2,-22.298636394482,1
16,5,1,2,-21.0801550699975,0
16,6,0,3,-22.5879595713284,1
16,6,1,3,-21.0801550699975,0
16,7,0,4,-22.7622881023206,0
16,7,1,4,-21.0801550699975,1
16,8,0,1,-21.8255706090749,1
16,8,1,1,-21.0801550699975,0
16,9,0,2,-22.298636394482,0
16,9,1,2,-21.0801550699975,1
16,10,0,1,-21.8255706090749,0
16,10,1,1,-21.0801550699975,1
16,11,0,1,-21.8255706090749,1
16,11,1,1,-21.0801550699975,0
16,12,0,2,-22.298636394482,1
16,12,1,2,-21.0801550699975,0
16,13,0,3,-22.5879595713284,1
16,13,1,3,-21.0801550699975,0
16,14,0,4,-22.7622881023206,1
16,14,1,4,-21.0801550699975,0
16,15,0,5,-22.8670085532735,0
16,15,1,5,-21.0801550699975,1
16,16,0,1,-21.8255706090749,1
16,16,1,1,-21.0801550699975,0
16,17,0,2,-22.298636394482,1
16,17,1,2,-21.0801550699975,0
16,18,0,3,-22.5879595713284,1
16,18,1,3,-21.0801550699975,0
16,19,0,4,-22.7622881023206,0
16,19,1,4,-21.0801550699975,1
16,20,0,1,-21.8255706090749,1
16,20,1,1,-21.0801550699975,0
16,21,0,2,-22.298636394482,1
16,21,1,2,-21.0801550699975,0
16,22,0,3,-22.5879595713284,1
16,22,1,3,-21.0801550699975,0
16,23,0,4,-22.7622881023206,0
16,23,1,4,-21.0801550699975,1
16,24,0,1,-21.8255706090749,1
16,24,1,1,-21.0801550699975,0
16,25,0,2,-22.298636394482,0
16,25,1,2,-21.0801550699975,1
16,26,0,1,-21.8255706090749,1
16,26,1,1,-21.0801550699975,0
16,27,0,2,-22.298636394482,1
16,27,1,2,-21.0801550699975,0
16,28,0,3,-22.5879595713284,0
16,28,1,3,-21.0801550699975,1
16,29,0,1,-21.8255706090749,1
16,29,1,1,-21.0801550699975,0
17,0,0,0,-21.0801550699975,1
17,0,1,0,-21.0801550699975,0
17,1,0,1,-21.8255706090749,1
17,1,1,1,-21.0801550699975,0
17,2,0,2,-22.298636394482,1
17,2,1,2,-21.0801550699975,0
17,3,0,3,-22.5879595713284,0
17,3,1,3,-21.0801550699975,1
17,4,0,1,-21.8255706090749,1
17,4,1,1,-21.0801550699975,0
17,5,0,2,-22.298636394482,1
17,5,1,2,-21.0801550699975,0
17,6,0,3,-22.5879595713284,1
17,6,1,3,-21.0801550699975,0
17,7,0,4,-22.7622881023206,0
17,7,1,4,-21.0801550699975,1
17,8,0,1,-21.8255706090749,1
17,8,1,1,-21.0801550699975,0
17,9,0,2,-22.298636394482,1
17,9,1,2,-21.0801550699975,0
17,10,0,3,-22.5879595713284,0
17,10,1,3,-21.0801550699975,1
17,11,0,1,-21.8255706090749,1
17,11,1,1,-21.0801550699975,0
17,12,0,2,-22.298636394482,1
17,12,1,2,-21.0801550699975,0
17,13,0,3,-22.5879595713284,0
17,13,1,3,-21.0801550699975,1
17,14,0,1,-21.8255706090749,1
17,14,1,1,-21.0801550699975,0
17,15,0,2,-22.298636394482,1
17,15,1,2,-21.0801550699975,0
17,16,0,3,-22.5879595713284,1
17,16,1,3,-21.0801550699975,0
17,17,0,4,-22.7622881023206,0
17,17,1,4,-21.0801550699975,1
17,18,0,1,-21.8255706090749,1
17,18,1,1,-21.0801550699975,0
17,19,0,2,-22.298636394482,0
17,19,1,2,-21.0801550699975,1
17,20,0,1,-21.8255706090749,1
17,20,1,1,-21.0801550699975,0
17,21,0,2,-22.298636394482,0
17,21,1,2,-21.0801550699975,1
17,22,0,1,-21.8255706090749,1
17,22,1,1,-21.0801550699975,0
17,23,0,2,-22.298636394482,0
17,23,1,2,-21.0801550699975,1
17,24,0,1,-21.8255706090749,1
17,24,1,1,-21.0801550699975,0
17,25,0,2,-22.298636394482,1
17,25,1,2,-21.0801550699975,0
17,26,0,3,-22.5879595713284,0
17,26,1,3,-21.0801550699975,1
17,27,0,1,-21.8255706090749,1
17,27,1,1,-21.0801550699975,0
17,28,0,2,-22.298636394482,1
17,28,1,2,-21.0801550699975,0
17,29,0,3,-22.5879595713284,1
17,29,1,3,-21.0801550699975,0
18,0,0,0,-21.0801550699975,0
18,0,1,0,-21.0801550699975,1
18,1,0,1,-21.8255706090749,1
18,1,1,1,-21.0801550699975,0
18,2,0,2,-22.298636394482,1
18,2,1,2,-21.0801550699975,0
18,3,0,3,-22.5879595713284,1
18,3,1,3,-21.0801550699975,0
18,4,0,4,-22.7622881023206,0
18,4,1,4,-21.0801550699975,1
18,5,0,1,-21.8255706090749,1
18,5,1,1,-21.0801550699975,0
18,6,0,2,-22.298636394482,0
18,6,1,2,-21.0801550699975,1
18,7,0,1,-21.8255706090749,1
18,7,1,1,-21.0801550699975,0
18,8,0,2,-22.298636394482,1
18,8,1,2,-21.0801550699975,0
18,9,0,3,-22.5879595713284,1
18,9,1,3,-21.0801550699975,0
18,10,0,4,-22.7622881023206,0
18,10,1,4,-21.0801550699975,1
18,11,0,1,-21.8255706090749,1
18,11,1,1,-21.0801550699975,0
18,12,0,2,-22.298636394482,0
18,12,1,2,-21.0801550699975,1
18,13,0,1,-21.8255706090749,1
18,13,1,1,-21.0801550699975,0
18,14,0,2,-22.298636394482,1
18,14,1,2,-21.0801550699975,0
18,15,0,3,-22.5879595713284,1
18,15,1,3,-21.0801550699975,0
18,16,0,4,-22.7622881023206,1
18,16,1,4,-21.0801550699975,0
18,17,0,5,-22.8670085532735,0
18,17,1,5,-21.0801550699975,1
18,18,0,1,-21.8255706090749,1
18,18,1,1,-21.0801550699975,0
18,19,0,2,-22.298636394482,0
18,19,1,2,-21.0801550699975,1
18,20,0,1,-21.8255706090749,1
18,20,1,1,-21.0801550699975,0
18,21,0,2,-22.298636394482,1
18,21,1,2,-21.0801550699975,0
18,22,0,3,-22.5879595713284,0
18,22,1,3,-21.0801550699975,1
18,23,0,1,-21.8255706090749,1
18,23,1,1,-21.0801550699975,0
18,24,0,2,-22.298636394482,1
18,24,1,2,-21.0801550699975,0
18,25,0,3,-22.5879595713284,1
18,25,1,3,-21.0801550699975,0
18,26,0,4,-22.7622881023206,0
18,26,1,4,-21.0801550699975,1
18,27,0,1,-21.8255706090749,1
18,27,1,1,-21.0801550699975,0
18,28,0,2,-22.298636394482,1
18,28,1,2,-21.0801550699975,0
18,29,0,3,-22.5879595713284,0
18,29,1,3,-21.0801550699975,1
19,0,0,0,-21.0801550699975,1
19,0,1,0,-21.0801550699975,0
19,1,0,1,-21.8255706090749,1
19,1,1,1,-21.0801550699975,0
19,2,0,2,-22.298636394482,0
19,2,1,2,-21.0801550699975,1
19,3,0,1,-21.8255706090749,1
19,3,1,1,-21.0801550699975,0
19,4,0,2,-22.298636394482,0
19,4,1,2,-21.0801550699975,1
19,5,0,1,-21.8255706090749,1
19,5,1,1,-21.0801550699975,0
19,6,0,2,-22.298636394482,1
19,6,1,2,-21.0801550699975,0
19,7,0,3,-22.5879595713284,0
19,7,1,3,-21.0801550699975,1
19,8,0,1,-21.8255706090749,0
19,8,1,1,-21.0801550699975,1
19,9,0,1,-21.8255706090749,1
19,9,1,1,-21.0801550699975,0
19,10,0,2,-22.298636394482,1
19,10,1,2,-21.0801550699975,0
19,11,0,3,-22.5879595713284,0
19,11,1,3,-21.0801550699975,1
19,12,0,1,-21.8255706090749,1
19,12,1,1,-21.0801550699975,0
19,13,0,2,-22.298636394482,1
19,13,1,2,-21.0801550699975,0
19,14,0,3,-22.5879595713284,0
19,14,1,3,-21.0801550699975,1
19,15,0,1,-21.8255706090749,0
19,15,1,1,-21.0801550699975,1
19,16,0,1,-21.8255706090749,1
19,16,1,1,-21.0801550699975,0
19,17,0,2,-22.298636394482,1
19,17,1,2,-21.0801550699975,0
19,18,0,3,-22.5879595713284,1
19,18,1,3,-21.0801550699975,0
19,19,0,4,-22.7622881023206,0
19,19,1,4,-21.0801550699975,1
19,20,0,1,-21.8255706090749,1
19,20,1,1,-21.0801550699975,0
19,21,0,2,-22.298636394482,0
19,21,1,2,-21.0801550699975,1
19,22,0,1,-21.8255706090749,1
19,22,1,1,-21.0801550699975,0
19,23,0,2,-22.298636394482,1
19,23,1,2,-21.0801550699975,0
19,24,0,3,-22.5879595713284,0
19,24,1,3,-21.0801550699975,1
19,25,0,1,-21.8255706090749,1
19,25,1,1,-21.0801550699975,0
19,26,0,2,-22.298636394482,1
19,26,1,2,-21.0801550699975,0
19,27,0,3,-22.5879595713284,1
19,27,1,3,-21.0801550699975,0
19,28,0,4,-22.7622881023206,0
19,28,1,4,-21.0801550699975,1
19,29,0,1,-21.8255706090749,1
19,29,1,1,-21.0801550699975,0
20,0,0,0,-21.0801550699975,1
20,0,1,0,-21.0801550699975,0
20,1,0,1,-21.8255706090749,1
20,1,1,1,-21.0801550699975,0
20,2,0,2,-22.298636394482,0
20,2,1,2,-21.0801550699975,1
20,3,0,1,-21.8255706090749,1
20,3,1,1,-21.0801550699975,0
20,4,0,2,-22.298636394482,1
20,4,1,2,-21.0801550699975,0
20,5,0,3,-22.5879595713284,1
20,5,1,3,-21.0801550699975,0
20,6,0,4,-22.7622881023206,1
20,6,1,4,-21.0801550699975,0
20,7,0,5,-22.8670085532735,1
20,7,1,5,-21.0801550699975,0
20,8,0,6,-22.9300018317182,0
20,8,1,6,-21.0801550699975,1
20,9,0,1,-21.8255706090749,1
20,9,1,1,-21.0801550699975,0
20,10,0,2,-22.298636394482,1
20,10,1,2,-21.0801550699975,0
20,11,0,3,-22.5879595713284,1
20,11,1,3,-21.0801550699975,0
20,12,0,4,-22.7622881023206,1
20,12,1,4,-21.0801550699975,0
20,13,0,5,-22.8670085532735,0
20,13,1,5,-21.0801550699975,1
20,14,0,1,-21.8255706090749,1
20,14,1,1,-21.0801550699975,0
20,15,0,2,-22.298636394482,0
20,15,1,2,-21.0801550699975,1
20,16,0,1,-21.8255706090749,1
20,16,1,1,-21.0801550699975,0
20,17,0,2,-22.298636394482,1
20,17,1,2,-21.0801550699975,0
20,18,0,3,-22.5879595713284,1
20,18,1,3,-21.0801550699975,0
20,19,0,4,-22.7622881023206,0
20,19,1,4,-21.0801550699975,1
20,20,0,1,-21.8255706090749,1
20,20,1,1,-21.0801550699975,0
20,21,0,2,-22.298636394482,1
20,21,1,2,-21.0801550699975,0
20,22,0,3,-22.5879595713284,1
20,22,1,3,-21.0801550699975,0
20,23,0,4,-22.7622881023206,1
20,23,1,4,-21.0801550699975,0
20,24,0,5,-22.8670085532735,0
20,24,1,5,-21.0801550699975,1
20,25,0,1,-21.8255706090749,1
20,25,1,1,-21.0801550699975,0
20,26,0,2,-22.298636394482,1
20,26,1,2,-21.0801550699975,0
20,27,0,3,-22.5879595713284,0
20,27,1,3,-21.0801550699975,1
20,28,0,1,-21.8255706090749,1
20,28,1,1,-21.0801550699975,0
20,29,0,2,-22.298636394482,0
20,29,1,2,-21.0801550699975,1
21,0,0,0,-21.0801550699975,1
21,0,1,0,-21.0801550699975,0
21,1,0,1,-21.8255706090749,1
21,1,1,1,-21.0801550699975,0
21,2,0,2,-22.298636394482,0
21,2,1,2,-21.0801550699975,1
21,3,0,1,-21.8255706090749,1
21,3,1,1,-21.0801550699975,0
21,4,0,2,-22.298636394482,0
21,4,1,2,-21.0801550699975,1
21,5,0,1,-21.8255706090749,1
21,5,1,1,-21.0801550699975,0
21,6,0,2,-22.298636394482,1
21,6,1,2,-21.0801550699975,0
21,7,0,3,-22.5879595713284,0
21,7,1,3,-21.0801550699975,1
21,8,0,1,-21.8255706090749,0
21,8,1,1,-21.0801550699975,1
21,9,0,1,-21.8255706090749,1
21,9,1,1,-21.0801550699975,0
21,10,0,2,-22.298636394482,0
21,10,1,2,-21.0801550699975,1
21,11,0,1,-21.8255706090749,1
21,11,1,1,-21.0801550699975,0
21,12,0,2,-22.298636394482,1
21,12,1,2,-21.0801550699975,0
21,13,0,3,-22.5879595713284,1
21,13,1,3,-21.0801550699975,0
21,14,0,4,-22.7622881023206,0
21,14,1,4,-21.0801550699975,1
21,15,0,1,-21.8255706090749,1
21,15,1,1,-21.0801550699975,0
21,16,0,2,-22.298636394482,1
21,16,1,2,-21.0801550699975,0
21,17,0,3,-22.5879595713284,1
21,17,1,3,-21.0801550699975,0
21,18,0,4,-22.7622881023206,0
21,18,1,4,-21.0801550699975,1
21,19,0,1,-21.8255706090749,1
21,19,1,1,-21.0801550699975,0
21,20,0,2,-22.298636394482,1
21,20,1,2,-21.0801550699975,0
21,21,0,3,-22.5879595713284,1
21,21,1,3,-21.0801550699975,0
21,22,0,4,-22.7622881023206,1
21,22,1,4,-21.0801550699975,0
21,23,0,5,-22.8670085532735,0
21,23,1,5,-21.0801550699975,1
21,24,0,1,-21.8255706090749,1
21,24,1,1,-21.0801550699975,0
21,25,0,2,-22.298636394482,0
21,25,1,2,-21.0801550699975,1
21,26,0,1,-21.8255706090749,1
21,26,1,1,-21.0801550699975,0
21,27,0,2,-22.298636394482,1
21,27,1,2,-21.0801550699975,0
21,28,0,3,-22.5879595713284,1
21,28,1,3,-21.0801550699975,0
21,29,0,4,-22.7622881023206,0
21,29,1,4,-21.0801550699975,1
22,0,0,0,-21.0801550699975,1
22,0,1,0,-21.0801550699975,0
22,1,0,1,-21.8255706090749,1
22,1,1,1,-21.0801550699975,0
22,2,0,2,-22.298636394482,1
22,2,1,2,-21.0801550699975,0
22,3,0,3,-22.5879595713284,1
22,3,1,3,-21.0801550699975,0
22,4,0,4,-22.7622881023206,1
22,4,1,4,-21.0801550699975,0
22,5,0,5,-22.8670085532735,0
22,5,1,5,-21.0801550699975,1
22,6,0,1,-21.8255706090749,1
22,6,1,1,-21.0801550699975,0
22,7,0,2,-22.298636394482,1
22,7,1,2,-21.0801550699975,0
22,8,0,3,-22.5879595713284,0
22,8,1,3,-21.0801550699975,1
22,9,0,1,-21.8255706090749,1
22,9,1,1,-21.0801550699975,0
22,10,0,2,-22.298636394482,0
22,10,1,2,-21.0801550699975,1
22,11,0,1,-21.8255706090749,1
22,11,1,1,-21.0801550699975,0
22,12,0,2,-22.298636394482,0
22,12,1,2,-21.0801550699975,1
22,13,0,1,-21.8255706090749,1
22,13,1,1,-21.0801550699975,0
22,14,0,2,-22.298636394482,1
22,14,1,2,-21.0801550699975,0
22,15,0,3,-22.5879595713284,0
22,15,1,3,-21.0801550699975,1
22,16,0,1,-21.8255706090749,0
22,16,1,1,-21.0801550699975,1
22,17,0,1,-21.8255706090749,1
22,17,1,1,-21.0801550699975,0
22,18,0,2,-22.298636394482,1
22,18,1,2,-21.0801550699975,0
22,19,0,3,-22.5879595713284,1
22,19,1,3,-21.0801550699975,0
22,20,0,4,-22.7622881023206,0
22,20,1,4,-21.0801550699975,1
22,21,0,1,-21.8255706090749,1
22,21,1,1,-21.0801550699975,0
22,22,0,2,-22.298636394482,0
22,22,1,2,-21.0801550699975,1
22,23,0,1,-21.8255706090749,1
22,23,1,1,-21.0801550699975,0
22,24,0,2,-22.298636394482,0
22,24,1,2,-21.0801550699975,1
22,25,0,1,-21.8255706090749,1
22,25,1,1,-21.0801550699975,0
22,26,0,2,-22.298636394482,1
22,26,1,2,-21.0801550699975,0
22,27,0,3,-22.5879595713284,1
22,27,1,3,-21.0801550699975,0
22,28,0,4,-22.7622881023206,0
22,28,1,4,-21.0801550699975,1
22,29,0,1,-21.8255706090749,1
22,29,1,1,-21.0801550699975,0
23,0,0,0,-21.0801550699975,1
23,0,1,0,-21.0801550699975,0
23,1,0,1,-21.8255706090749,1
23,1,1,1,-21.0801550699975,0
23,2,0,2,-22.298636394482,1
23,2,1,2,-21.0801550699975,0
23,3,0,3,-22.5879595713284,1
23,3,1,3,-21.0801550699975,0
23,4,0,4,-22.7622881023206,0
23,4,1,4,-21.0801550699975,1
23,5,0,1,-21.8255706090749,1
23,5,1,1,-21.0801550699975,0
23,6,0,2,-22.298636394482,1
23,6,1,2,-21.0801550699975,0
23,7,0,3,-22.5879595713284,1
23,7,1,3,-21.0801550699975,0
23,8,0,4,-22.7622881023206,1
23,8,1,4,-21.0801550699975,0
23,9,0,5,-22.8670085532735,0
23,9,1,5,-21.0801550699975,1
23,10,0,1,-21.8255706090749,1
23,10,1,1,-21.0801550699975,0
23,11,0,2,-22.298636394482,1
23,11,1,2,-21.0801550699975,0
23,12,0,3,-22.5879595713284,1
23,12,1,3,-21.0801550699975,0
23,13,0,4,-22.7622881023206,1
23,13,1,4,-21.0801550699975,0
23,14,0,5,-22.8670085532735,1
23,14,1,5,-21.0801550699975,0
23,15,0,6,-22.9300018317182,0
23,15,1,6,-21.0801550699975,1
23,16,0,1,-21.8255706090749,1
23,16,1,1,-21.0801550699975,0
23,17,0,2,-22.298636394482,1
23,17,1,2,-21.0801550699975,0
23,18,0,3,-22.5879595713284,1
23,18,1,3,-21.0801550699975,0
23,19,0,4,-22.7622881023206,0
23,19,1,4,-21.0801550699975,1
23,20,0,1,-21.8255706090749,1
23,20,1,1,-21.0801550699975,0
23,21,0,2,-22.298636394482,1
23,21,1,2,-21.0801550699975,0
23,22,0,3,-22.5879595713284,1
23,22,1,3,-21.0801550699975,0
23,23,0,4,-22.7622881023206,0
23,23,1,4,-21.0801550699975,1
23,24,0,1,-21.8255706090749,1
23,24,1,1,-21.0801550699975,0
23,25,0,2,-22.298636394482,0
23,25,1,2,-21.0801550699975,1
23,26,0,1,-21.8255706090749,1
23,26,1,1,-21.0801550699975,0
23,27,0,2,-22.298636394482,1
23,27,1,2,-21.0801550699975,0
23,28,0,3,-22.5879595713284,1
23,28,1,3,-21.0801550699975,0
23,29,0,4,-22.7622881023206,0
23,29,1,4,-21.0801550699975,1
24,0,0,0,-21.0801550699975,1
24,0,1,0,-21.0801550699975,0
24,1,0,1,-21.8255706090749,1
24,1,1,1,-21.0801550699975,0
24,2,0,2,-22.298636394482,1
24,2,1,2,-21.0801550699975,0
24,3,0,3,-22.5879595713284,1
24,3,1,3,-21.0801550699975,0
24,4,0,4,-22.7622881023206,1
24,4,1,4,-21.0801550699975,0
24,5,0,5,-22.8670085532735,0
24,5,1,5,-21.0801550699975,1
24,6,0,1,-21.8255706090749,1
24,6,1,1,-21.0801550699975,0
24,7,0,2,-22.298636394482,1
24,7,1,2,-21.0801550699975,0
24,8,0,3,-22.5879595713284,1
24,8,1,3,-21.0801550699975,0
24,9,0,4,-22.7622881023206,0
24,9,1,4,-21.0801550699975,1
24,10,0,1,-21.8255706090749,1
24,10,1,1,-21.0801550699975,0
24,11,0,2,-22.298636394482,1
24,11,1,2,-21.0801550699975,0
24,12,0,3,-22.5879595713284,1
24,12,1,3,-21.0801550699975,0
24,13,0,4,-22.7622881023206,0
24,13,1,4,-21.0801550699975,1
24,14,0,1,-21.8255706090749,1
24,14,1,1,-21.0801550699975,0
24,15,0,2,-22.298636394482,1
24,15,1,2,-21.0801550699975,0
24,16,0,3,-22.5879595713284,1
24,16,1,3,-21.0801550699975,0
24,17,0,4,-22.7622881023206,0
24,17,1,4,-21.0801550699975,1
